大学,学部名,学科名,日程,入試方式,10桁コード,rank
天理大学,体育,体育,共,前期特,3732-64-0102,5
天理大学,体育,体育,共,前期２,3732-64-0103,5
天理大学,体育,体育,共,前期３,3732-64-0104,5
天理大学,体育,体育,共,前期２,3732-64-0171,5
天理大学,体育,体育,共,前期３,3732-64-0172,5
天理大学,体育,体育,共,前期４,3732-64-0175,5
天理大学,医療,看護,共,前期２,3732-65-0102,5
天理大学,医療,看護,共,前期３,3732-65-0103,5
天理大学,医療,看護,共,前期２,3732-65-0172,5
天理大学,医療,看護,共,前期３,3732-65-0173,5
天理大学,医療,看護,共,前期４,3732-65-0174,5
天理大学,医療,臨床検査,共,前期２,3732-65-0202,5
天理大学,医療,臨床検査,共,前期３,3732-65-0203,5
天理大学,医療,臨床検査,共,前期２,3732-65-0272,5
天理大学,医療,臨床検査,共,前期３,3732-65-0273,5
天理大学,医療,臨床検査,共,前期４,3732-65-0274,5
東亜大学,人間科学,スポーツ健康,,前期,3816-38-0201,5
東亜大学,人間科学,スポーツ健康,,後期,3816-38-0202,5
東亜大学,人間科学,スポーツ健康,共,前期,3816-38-0271,5
東亜大学,人間科学,心理臨床・子,共,前期,3816-38-0301,5
東亜大学,人間科学,心理臨床・子,共,後期,3816-38-0302,5
東亜大学,人間科学,心理臨床・子,共,前期,3816-38-0371,5
東亜大学,人間科学,国際教養,共,前期,3816-38-0401,5
東亜大学,人間科学,国際教養,共,後期,3816-38-0402,5
東亜大学,人間科学,国際教養,共,前期,3816-38-0471,5
東亜大学,医療,医療工,共,前期,3816-64-0101,5
東亜大学,医療,医療工,共,後期,3816-64-0102,5
東亜大学,医療,医療工,共,前期,3816-64-0171,5
東亜大学,医療,健康栄養,共,前期,3816-64-0201,5
東亜大学,医療,健康栄養,共,後期,3816-64-0202,5
東亜大学,医療,健康栄養,共,前期,3816-64-0271,5
東亜大学,芸術,アート・デザ,共,前期,3816-83-0101,5
東亜大学,芸術,アート・デザ,共,後期,3816-83-0102,5
東亜大学,芸術,アート・デザ,共,前期,3816-83-0174,5
東亜大学,芸術,トータルビュ,共,前期,3816-83-0201,5
東亜大学,芸術,トータルビュ,共,後期,3816-83-0202,5
東亜大学,芸術,トータルビュ,共,前期,3816-83-0271,5
桐蔭横浜大学,法,法律,,前期Ｂ,3374-12-0102,5
桐蔭横浜大学,法,法律,,前期Ａ,3374-12-0103,5
桐蔭横浜大学,現代教養,法律,,前期Ｂ,3374-37-0002,5
桐蔭横浜大学,現代教養,法律,,前期Ａ,3374-37-0004,5
桐蔭横浜大学,医用工,臨床工,,前期Ｂ,3374-47-0202,5
桐蔭横浜大学,医用工,臨床工,,前期Ａ,3374-47-0203,5
桐蔭横浜大学,医用工,生命医工,,前期Ｂ,3374-47-0301,5
桐蔭横浜大学,医用工,生命医工,,前期Ａ,3374-47-0302,5
桐蔭横浜大学,スポーツ,スポーツ教育,,前期Ｂ,3374-64-0101,5
桐蔭横浜大学,スポーツ,スポーツ教育,,前期Ａ,3374-64-0102,5
桐蔭横浜大学,スポーツ,スポーツ健康,,前期Ａ,3374-64-0401,5
桐蔭横浜大学,スポーツ,スポーツ健康,,前期Ｂ,3374-64-0402,5
東海大学,文,英語文化コミ,,,3278-01-0101,5
東海大学,文,英語文化コミ,,全学前,3278-01-0102,5
東海大学,文,英語文化コミ,共,前期,3278-01-0171,5
東海大学,文,歴史／ 考古学,共,前期,3278-01-0601,5
東海大学,文,歴史／ 考古学,共,全学前,3278-01-0602,5
東海大学,文,歴史／ 考古学,共,前期,3278-01-0671,5
東海大学,文,歴史／ 西洋史,共,前期,3278-01-0701,5
東海大学,文,歴史／ 西洋史,共,全学前,3278-01-0702,5
東海大学,文,歴史／ 西洋史,共,前期,3278-01-0771,5
東海大学,文,歴史／ 日本史,共,前期,3278-01-0901,5
東海大学,文,歴史／ 日本史,共,全学前,3278-01-0902,5
東海大学,文,歴史／ 日本史,共,前期,3278-01-0971,5
東海大学,文,日本文,共,前期,3278-01-1001,5
東海大学,文,日本文,共,全学前,3278-01-1002,5
東海大学,文,日本文,共,前期,3278-01-1071,5
東海大学,文,文明,共,前期,3278-01-2001,5
東海大学,文,文明,共,全学前,3278-01-2002,5
東海大学,文,文明,共,前期,3278-01-2071,5
東海大学,人文,人文,共,前期,3278-02-0101,5
東海大学,人文,人文,共,全学前,3278-02-0102,5
東海大学,人文,人文,共,前期,3278-02-0171,5
東海大学,文化社会,アジア,共,前期,3278-03-0101,5
東海大学,文化社会,アジア,共,全学前,3278-03-0102,5
東海大学,文化社会,アジア,共,前期,3278-03-0171,5
東海大学,文化社会,ヨーロッパア,共,前期,3278-03-0201,5
東海大学,文化社会,ヨーロッパア,共,全学前,3278-03-0202,5
東海大学,文化社会,ヨーロッパア,共,前期,3278-03-0271,5
東海大学,文化社会,北欧,共,前期,3278-03-0301,5
東海大学,文化社会,北欧,共,全学前,3278-03-0302,5
東海大学,文化社会,北欧,共,前期,3278-03-0371,5
東海大学,文化社会,文芸創作,共,前期,3278-03-0401,5
東海大学,文化社会,文芸創作,共,全学前,3278-03-0402,5
東海大学,文化社会,文芸創作,共,前期,3278-03-0471,5
東海大学,文化社会,広報メディア,共,前期,3278-03-0501,5
東海大学,文化社会,広報メディア,共,全学前,3278-03-0502,5
東海大学,文化社会,広報メディア,共,前期,3278-03-0571,5
東海大学,文化社会,心理・社会,共,前期,3278-03-0601,5
東海大学,文化社会,心理・社会,共,全学前,3278-03-0602,5
東海大学,文化社会,心理・社会,共,前期,3278-03-0671,5
東海大学,法,法律,共,前期,3278-12-0101,5
東海大学,法,法律,共,全学前,3278-12-0102,5
東海大学,法,法律,共,前期,3278-12-0171,5
東海大学,政治経済,経済,共,前期,3278-13-0201,5
東海大学,政治経済,経済,共,全学前,3278-13-0202,5
東海大学,政治経済,経済,共,前期,3278-13-0271,5
東海大学,政治経済,政治,共,前期,3278-13-0301,5
東海大学,政治経済,政治,共,全学前,3278-13-0302,5
東海大学,政治経済,政治,共,前期,3278-13-0371,5
東海大学,経営,経営,共,前期,3278-19-0103,5
東海大学,経営,経営,共,全学前,3278-19-0104,5
東海大学,経営,経営,共,前期,3278-19-0173,5
東海大学,観光,観光,共,前期,3278-27-0101,5
東海大学,観光,観光,共,全学前,3278-27-0102,5
東海大学,観光,観光,共,前期,3278-27-0171,5
東海大学,児童教育,児童教育,共,前期,3278-31-0101,5
東海大学,児童教育,児童教育,共,全学前,3278-31-0102,5
東海大学,児童教育,児童教育,共,前期,3278-31-0171,5
東海大学,国際文化,地域創造,共,全学前,3278-33-0101,5
東海大学,国際文化,地域創造,共,全学前,3278-33-0102,5
東海大学,国際文化,地域創造,共,前期,3278-33-0171,5
東海大学,国際文化,国際コミュニ,共,全学前,3278-33-0201,5
東海大学,国際文化,国際コミュニ,共,全学前,3278-33-0202,5
東海大学,国際文化,国際コミュニ,共,前期,3278-33-0271,5
東海大学,国際,国際,共,前期,3278-34-0101,5
東海大学,国際,国際,共,全学前,3278-34-0102,5
東海大学,国際,国際,共,前期,3278-34-0171,5
東海大学,教養,芸術,共,全学前,3278-37-0101,5
東海大学,教養,芸術,共,筆記型,3278-37-0102,5
東海大学,教養,芸術,共,専門型,3278-37-0103,5
東海大学,教養,芸術,共,前期,3278-37-0171,5
東海大学,教養,人間環境,共,前期,3278-37-0501,5
東海大学,教養,人間環境,共,全学前,3278-37-0502,5
東海大学,教養,人間環境,共,前期,3278-37-0571,5
東海大学,文理融合,経営,共,前期,3278-38-0101,5
東海大学,文理融合,経営,共,全学前,3278-38-0102,5
東海大学,文理融合,経営,共,前期,3278-38-0171,5
東海大学,文理融合,地域社会,共,前期,3278-38-0201,5
東海大学,文理融合,地域社会,共,全学前,3278-38-0202,5
東海大学,文理融合,地域社会,共,前期,3278-38-0271,5
東海大学,文理融合,人間情報工,共,前期,3278-38-0301,5
東海大学,文理融合,人間情報工,共,全学前,3278-38-0302,5
東海大学,文理融合,人間情報工,共,前期,3278-38-0371,5
東海大学,理,化学,共,前期,3278-42-0101,5
東海大学,理,化学,共,全学前,3278-42-0102,5
東海大学,理,化学,共,前期,3278-42-0171,5
東海大学,理,情報数理,共,前期,3278-42-0201,5
東海大学,理,情報数理,共,全学前,3278-42-0202,5
東海大学,理,情報数理,共,前期,3278-42-0271,5
東海大学,理,数学,共,前期,3278-42-0301,5
東海大学,理,数学,共,全学前,3278-42-0302,5
東海大学,理,数学,共,前期,3278-42-0371,5
東海大学,理,物理,共,前期,3278-42-0401,5
東海大学,理,物理,共,全学前,3278-42-0402,5
東海大学,理,物理,共,前期,3278-42-0471,5
東海大学,工,機械工,共,前期,3278-46-0900,5
東海大学,工,機械工,共,全学前,3278-46-0901,5
東海大学,工,機械工,共,前期,3278-46-0971,5
東海大学,工,応用化,共,前期,3278-46-1800,5
東海大学,工,応用化,共,全学前,3278-46-1801,5
東海大学,工,応用化,共,前期,3278-46-1871,5
東海大学,工,電気電子工,共,前期,3278-46-2401,5
東海大学,工,電気電子工,共,全学前,3278-46-2402,5
東海大学,工,電気電子工,共,前期,3278-46-2471,5
東海大学,工,航空／ 航空操,共,前期,3278-46-2571,5
東海大学,工,航空／ 航空宇,共,前期,3278-46-2601,5
東海大学,工,航空／ 航空宇,共,全学前,3278-46-2602,5
東海大学,工,航空／ 航空宇,共,前期,3278-46-2671,5
東海大学,工,機械シス工,共,前期,3278-46-2801,5
東海大学,工,機械シス工,共,全学前,3278-46-2802,5
東海大学,工,機械シス工,共,前期,3278-46-2871,5
東海大学,工,医工,共,前期,3278-46-2901,5
東海大学,工,医工,共,全学前,3278-46-2902,5
東海大学,工,医工,共,前期,3278-46-2971,5
東海大学,工,生物工,共,前期,3278-46-3001,5
東海大学,工,生物工,共,全学前,3278-46-3002,5
東海大学,工,生物工,共,前期,3278-46-3071,5
東海大学,情報理工,情報科学,共,前期,3278-48-0101,5
東海大学,情報理工,情報科学,共,全学前,3278-48-0102,5
東海大学,情報理工,情報科学,共,前期,3278-48-0171,5
東海大学,情報理工,情報メディア,共,前期,3278-48-0201,5
東海大学,情報理工,情報メディア,共,全学前,3278-48-0202,5
東海大学,情報理工,情報メディア,共,前期,3278-48-0271,5
東海大学,情報理工,コンピュータ,共,前期,3278-48-0401,5
東海大学,情報理工,コンピュータ,共,全学前,3278-48-0402,5
東海大学,情報理工,コンピュータ,共,前期,3278-48-0471,5
東海大学,情報通信,情報通信,共,前期,3278-49-0501,5
東海大学,情報通信,情報通信,共,全学前,3278-49-0502,5
東海大学,情報通信,情報通信,共,前期,3278-49-0571,5
東海大学,建築都市,建築,共,前期,3278-53-0101,5
東海大学,建築都市,建築,共,全学前,3278-53-0102,5
東海大学,建築都市,建築,共,前期,3278-53-0171,5
東海大学,建築都市,土木工,共,前期,3278-53-0201,5
東海大学,建築都市,土木工,共,全学前,3278-53-0202,5
東海大学,建築都市,土木工,共,前期,3278-53-0271,5
東海大学,医,医,共,前期,3278-55-0100,5
東海大学,医,医,共,神奈川,3278-55-0171,5
東海大学,医,医,共,神奈川,3278-55-0172,5
東海大学,医,医,共,静岡県,3278-55-0174,5
東海大学,医,看護,共,静岡県,3278-55-0201,5
東海大学,医,看護,共,全学前,3278-55-0202,5
東海大学,医,看護,共,前期,3278-55-0271,5
東海大学,体育,生涯スポーツ,共,実技型,3278-65-0100,5
東海大学,体育,生涯スポーツ,共,全学前,3278-65-0101,5
東海大学,体育,生涯スポーツ,共,筆記型,3278-65-0102,5
東海大学,体育,生涯スポーツ,共,前期,3278-65-0171,5
東海大学,体育,体育,共,実技型,3278-65-0200,5
東海大学,体育,体育,共,全学前,3278-65-0201,5
東海大学,体育,体育,共,筆記型,3278-65-0202,5
東海大学,体育,体育,共,前期,3278-65-0271,5
東海大学,体育,武道,共,実技型,3278-65-0300,5
東海大学,体育,武道,共,全学前,3278-65-0301,5
東海大学,体育,武道,共,筆記型,3278-65-0302,5
東海大学,体育,武道,共,前期,3278-65-0371,5
東海大学,体育,競技スポーツ,共,実技型,3278-65-0401,5
東海大学,体育,競技スポーツ,共,全学前,3278-65-0402,5
東海大学,体育,競技スポーツ,共,筆記型,3278-65-0403,5
東海大学,体育,競技スポーツ,共,前期,3278-65-0471,5
東海大学,体育,スポーツ・レ,共,実技型,3278-65-0501,5
東海大学,体育,スポーツ・レ,共,全学前,3278-65-0502,5
東海大学,体育,スポーツ・レ,共,筆記型,3278-65-0503,5
東海大学,体育,スポーツ・レ,共,前期,3278-65-0571,5
東海大学,健康,健康マネジメ,共,前期,3278-66-0101,5
東海大学,健康,健康マネジメ,共,全学前,3278-66-0102,5
東海大学,健康,健康マネジメ,共,前期,3278-66-0171,5
東海大学,農,農,共,前期,3278-72-0401,5
東海大学,農,農,共,全学前,3278-72-0402,5
東海大学,農,農,共,前期,3278-72-0471,5
東海大学,農,動物科学,共,前期,3278-72-0501,5
東海大学,農,動物科学,共,全学前,3278-72-0502,5
東海大学,農,動物科学,共,前期,3278-72-0571,5
東海大学,農,食生命科学,共,前期,3278-72-0601,5
東海大学,農,食生命科学,共,全学前,3278-72-0602,5
東海大学,農,食生命科学,共,前期,3278-72-0671,5
東海大学,海洋,水産,共,前期,3278-74-0600,5
東海大学,海洋,水産,共,全学前,3278-74-0601,5
東海大学,海洋,水産,共,前期,3278-74-0671,5
東海大学,海洋,海洋生物,共,前期,3278-74-1101,5
東海大学,海洋,海洋生物,共,全学前,3278-74-1102,5
東海大学,海洋,海洋生物,共,前期,3278-74-1171,5
東海大学,海洋,海洋／ 海洋理,共,前期,3278-74-1601,5
東海大学,海洋,海洋／ 海洋理,共,全学前,3278-74-1602,5
東海大学,海洋,海洋／ 海洋理,共,前期,3278-74-1671,5
東海大学,海洋,海洋／ 航海学,共,前期,3278-74-1701,5
東海大学,海洋,海洋／ 航海学,共,全学前,3278-74-1702,5
東海大学,海洋,海洋／ 航海学,共,前期,3278-74-1771,5
東海大学,生物,生物,共,前期,3278-76-0101,5
東海大学,生物,生物,共,全学前,3278-76-0102,5
東海大学,生物,生物,共,前期,3278-76-0171,5
東海大学,生物,海洋生物科学,共,前期,3278-76-0201,5
東海大学,生物,海洋生物科学,共,全学前,3278-76-0202,5
東海大学,生物,海洋生物科学,共,前期,3278-76-0271,5
東京有明医療大学,保健医療,鍼灸,,第１回,3339-64-0101,5
東京有明医療大学,保健医療,柔道整復,,第１回,3339-64-0201,5
東京有明医療大学,看護,看護,,第１回,3339-65-0101,5
東海学院大学,人間関係,心理,,前期,3486-37-0101,5
東海学院大学,人間関係,心理,共,前期,3486-37-0171,5
東海学院大学,人間関係,心理,共,プラス,3486-37-0178,5
東海学院大学,人間関係,子ども発達,共,前期,3486-37-0301,5
東海学院大学,人間関係,子ども発達,共,前期,3486-37-0371,5
東海学院大学,人間関係,子ども発達,共,プラス,3486-37-0378,5
東海学院大学,健康福祉,医療栄養,共,前期,3486-64-0101,5
東海学院大学,健康福祉,医療栄養,共,前期,3486-64-0171,5
東海学院大学,健康福祉,医療栄養,共,プラス,3486-64-0178,5
東海学院大学,健康福祉,総合福祉,共,前期,3486-64-0201,5
東海学院大学,健康福祉,総合福祉,共,前期,3486-64-0271,5
東海学院大学,健康福祉,総合福祉,共,プラス,3486-64-0278,5
東海学園大学,人文,人文,,前期３,3535-02-0102,5
東海学園大学,人文,人文,,前期２,3535-02-0103,5
東海学園大学,人文,人文,共,前期２,3535-02-0171,5
東海学園大学,人文,人文,共,前プラ,3535-02-0174,5
東海学園大学,人文,人文,共,前期３,3535-02-0177,5
東海学園大学,心理,心理,共,前期３,3535-03-0101,5
東海学園大学,心理,心理,共,前期２,3535-03-0103,5
東海学園大学,心理,心理,共,前期２,3535-03-0171,5
東海学園大学,心理,心理,共,前期３,3535-03-0172,5
東海学園大学,心理,心理,共,前プラ,3535-03-0173,5
東海学園大学,経営,経営,共,前期３,3535-19-0102,5
東海学園大学,経営,経営,共,前期２,3535-19-0104,5
東海学園大学,経営,経営,共,前期２,3535-19-0171,5
東海学園大学,経営,経営,共,前プラ,3535-19-0174,5
東海学園大学,経営,経営,共,前期３,3535-19-0177,5
東海学園大学,教育,教育／ 学校教,共,前期３,3535-30-0101,5
東海学園大学,教育,教育／ 学校教,共,前期２,3535-30-0103,5
東海学園大学,教育,教育／ 学校教,共,前プラ,3535-30-0171,5
東海学園大学,教育,教育／ 学校教,共,前期２,3535-30-0172,5
東海学園大学,教育,教育／ 学校教,共,前期３,3535-30-0177,5
東海学園大学,教育,教育／ 保育,共,前期３,3535-30-0201,5
東海学園大学,教育,教育／ 保育,共,前期２,3535-30-0203,5
東海学園大学,教育,教育／ 保育,共,前プラ,3535-30-0271,5
東海学園大学,教育,教育／ 保育,共,前期２,3535-30-0272,5
東海学園大学,教育,教育／ 保育,共,前期３,3535-30-0277,5
東海学園大学,教育,教育／ 養護教,共,前期３,3535-30-0301,5
東海学園大学,教育,教育／ 養護教,共,前期２,3535-30-0303,5
東海学園大学,教育,教育／ 養護教,共,前プラ,3535-30-0371,5
